2dDirection, 0x35d
HUB_MJMComplete, 0x1f65
HUB_MJMRevisit, 0x1f69
HUB_Moment_Horace_DoorPlayed, 0x1f6d
HUB_MS_Camera4, 0x1f71
HUB_MS_Candle, 0x1f75
HUB_MS_Candle2, 0x1f79
HUB_MS_Deputized, 0x1f7d
HUB_MS_DeputyStar, 0x1f81
HUB_MS_HelpedHorace, 0x1f85
HUB_MS_HelpedPete, 0x1f89
HUB_MS_HoraceFirstContact, 0x1f8d
HUB_MS_KeyCount, 0x1f91
HUB_MS_PeteFirstContact, 0x1f95
HUB_MS_Ticket1, 0x1f99
HUB_MS_Ticket2, 0x1f9d
HUB_MS_Ticket3, 0x1fa1
HUB_MS_Ticket4, 0x1fa5
HUB_MS_Ticket5, 0x1fa9
HUB_MS_Ticket6, 0x1fad
HUB_MS_Ticket7, 0x1fb1
HUB_NO_Camera2, 0x1fb5
HUB_NO_Ticket1, 0x1fb9
HUB_NO_Ticket2, 0x1fbd
HUB_NO_Ticket3, 0x1fc1
HUB_NO_Ticket4, 0x1fc5
HUB_NO_Ticket5, 0x1fc9
HUB_NO_Ticket6, 0x1fcd
HUB_NOS_Candle, 0x1fd1
HUB_NOS_Candle2, 0x1fd5
HUB_NOS_DaisyRing, 0x1fd9
HUB_NPCFollow, 0x1fdd
HUB_NPCScared, 0x1fe1
HUB_PeteArrestQuest, 0x1fe5
HUB_PickedUpCandle, 0x1fe9
HUB_PipeLeakFixed, 0x1fed
HUB_PirateCaptiveConv, 0x1ff1
HUB_PlumberQuestInit, 0x1ff5
HUB_PlumberQuestReward, 0x1ff9
HUB_POTWAlley.PlayerLoc, 0x1ffd
HUB_POTWAlley_Playstyle, 0x2001
HUB_POTWComplete, 0x2005
HUB_POTWRevisit, 0x2009
HUB_ProfessorConv, 0x200d
HUB_ScientistConv, 0x2011
HUB_Scrapper_Arena_Ready, 0x2015
HUB_Scrapper_Arena_Round, 0x2019
HUB_ScrapperBookWelcome, 0x201d
HUB_startposition, 0x2021
HUB_SWRevisit, 0x2025
HUB_TLComplete, 0x2029
HUB_TLRevisit, 0x202d
HUB_To_Stream, 0x2031
HUB_TotalBrooms, 0x2035
HUB_TT_AdvLandFilm, 0x2039
HUB_TT_AllCandlesObtained, 0x203d
HUB_TT_BridgeRepaired, 0x2041
HUB_TT_CakeObtained, 0x2045
HUB_TT_Camera3, 0x2049
HUB_TT_Candle, 0x204d
HUB_TT_Candle2, 0x2051
HUB_TT_CandleCount, 0x2055
HUB_TT_Combo1, 0x2059
HUB_TT_Combo2, 0x205d
HUB_TT_Combo3, 0x2061
HUB_TT_FlowerPack1, 0x2065
HUB_TT_Greetings, 0x2069
HUB_TT_GremlinState, 0x206d
HUB_TT_Homeless, 0x2071
HUB_TT_MJMKey, 0x2075
HUB_TT_NOSquareFilm, 0x2079
HUB_TT_OnFlowerQuest, 0x207d
HUB_TT_OrtensiaHouseUnlocked, 0x2081
HUB_TT_ReceivedCandle, 0x2085
HUB_TT_SpattersKilled, 0x2089
HUB_TT_Ticket1, 0x208d
HUB_TT_Ticket2, 0x2091
HUB_TT_Ticket3, 0x2095
HUB_TT_TomLandFilm, 0x2099
HUB_TT_TownCleansed, 0x209d
HUB_VisitNumber, 0x20a1
HUBADV_Visit_State, 0x20a5
HUBFlowerBox, 0x20a9
HUBHeroQuest, 0x20ad
HUBIrisQuest, 0x20b1
HUBScrapperQuest, 0x20b5
HUBSpatterCount, 0x20b9
HUBVoodooDoll, 0x20bd
HUBVoodooQuest, 0x20c1
HUBWelcomeSign, 0x20c5
Hut Shop Enter_Played, 0x20c9
Hut Shop Exit_Played, 0x20cd
iMSE_RestoredParts_MusicShop, 0x20d1
IndianPumpsDone, 0x20d5
Intro_Played, 0x20d9
Jailed_Pirate_Barks_Played, 0x20dd
Jailed_Pirate_Complete_Played, 0x20e1
Jailed_Pirate_Freed_Played, 0x20e5
Jailed_Pirate_SetFree_Played, 0x20e9
Jailed_Pirate_Tortooga_Played, 0x20ed
Jailed_Pirate2_Barks_Played, 0x20f1
Jailed_Pirate2_Complete_Played, 0x20f5
Jailed_Pirate2_Freed_Played, 0x20f9
Jailed_Pirate2_SetFree_Played, 0x20fd
Jailed_Pirate2_Tortooga_Played, 0x2101
Jailed_Pirate3_Barks_Played, 0x2105
Jailed_Pirate3_Freed_Played, 0x2109
Jailed_Pirate3_SetFree_Played, 0x210d
Jailed_Pirate3_Tortooga_Played, 0x2111
Jumbo_PLACEHOLDER_Played, 0x2115
Jungle_Expire_Played, 0x2119
Jungle_Gus_DoorOpening_Played, 0x211d
Jungle_Gus_Lantern1_Painted_Played, 0x2121
Jungle_Gus_Lantern2_Found_Played, 0x2125
Jungle_HMTPlatformHint_Played, 0x2129
Jungle_Intro_Played, 0x212d
Jungle_LanternDoor_Played, 0x2131
Jungle_MissingGem_Played, 0x2135
Jungle_MissingGems_Played, 0x2139
Jungle_OpenWell_Played, 0x213d
Jungle_PaintGems_Played, 0x2141
Jungle_PickupGems_Played, 0x2145
Jungle_PlaceGem_Played, 0x2149
Jungle_RemoveLock_Played, 0x214d
Jungle_StarkeyUpdate01_Played, 0x2151
Jungle_StoneHeadBark_Played, 0x2155
Jungle_Symbol_Barks_Played, 0x2159
Jungle_Symbol_Found_Played, 0x215d
Jungle_Symbol_Known_Played, 0x2161
Jungle_ThinnerBark_Played, 0x2165
Jungle_ThinnerWarning_Played, 0x2169
Jungle_Well_Hint_Played, 0x216d
JungleHut_Store_Played, 0x2171
JungleToHMT_Played, 0x2175
Library_Intro_Played, 0x2179
Library_to_HH2_Played, 0x217d
LoneGhost02_to_HM_Played, 0x2181
Lonesome01_Left_Projector_Played, 0x2185
Lonesome01_Right_Projector_Played, 0x2189
Lonesome02_Right_Projector_Played, 0x218d
Love Intro_Played, 0x2191
Love Reminder_Played, 0x2195
MA_CrusherStation01, 0x2199
MA_CrusherStation02, 0x219d
MA_CrusherStation03, 0x21a1
MA_CrusherStation04, 0x21a5
MA_CrusherStation05, 0x21a9
MA_CrusherStation06, 0x21ad
Mad01_Left_Projector_Played, 0x21b1
Mad01_Right_Projector_Played, 0x21b5
MadDoc_to_Attic_Played, 0x21b9
MadDoc_to_Library_Played, 0x21bd
MarbleBustKilled_01, 0x21c1
MarbleBustKilled_02, 0x21c5
MarbleBustKilled_03, 0x21c9
MarbleBustKilled_04, 0x21cd
MarbleBustKilled_05, 0x21d1
MarbleBustKilled_06, 0x21d5
MarbleBustKilled_07, 0x21d9
Masks_Possessed, 0x21dd
MechmanToPete_Played, 0x21e1
Mickey_At_MaxValue_HealthMax, 0x409d
Mickey_Playstyle_State, 0x21e5
Mickey_Tickets, 0x21e9
MickeyInTheBack, 0x21ed
MickeyJunk_FilmClip, 0x21f1
MinihubToTransZD3_Played, 0x21f5
MJ_ShadowBlotResolution, 0x21f9
MJM_AboutOswaldMoviePlayed, 0x21fd
MJM_Ace_1Done_Played, 0x2201
MJM_Ace_2Done_Played, 0x2205
MJM_Ace_3Done_Played, 0x2209
MJM_Ace_Challenge_Played, 0x220d
MJM_Ace_Random_Played, 0x2211
MJM_AirlockProgress, 0x2215
MJM_AlpineAProgress, 0x2219
MJM_AlpineBProgress, 0x221d
MJM_AnvilDown, 0x2221
MJM_AtoG_Played, 0x2225
MJM_AxeUsed, 0x2229
MJM_BlockDown, 0x222d
MJM_BoxNumber, 0x2231
MJM_Card_Random_Played, 0x2235
MJM_Card_Random02_Played, 0x2239
MJM_Card_Random03_Played, 0x223d
MJM_Card_Random04_Played, 0x2241
MJM_Card_Random05_Played, 0x2245
MJM_Card_Random06_Played, 0x2249
MJM_Card_V2_Random01_Played, 0x224d
MJM_Caverns_GoldPin1, 0x2251
MJM_Caverns_GoldPin1_Persist, 0x2255
MJM_Caverns_SilverPin1, 0x2259
MJM_Caverns_SilverPin1_Persist, 0x225d
MJM_Caverns_SpecialPin1, 0x2261
MJM_CavernsProgress, 0x2265
MJM_Challenge1Complete, 0x2269
MJM_Challenge1Enter_Played, 0x226d
MJM_Challenge1Exit_Played, 0x2271
MJM_Challenge2Complete, 0x2275
MJM_Challenge2Enter_Played, 0x2279
MJM_Challenge2Exit_Played, 0x227d
MJM_Challenge3Complete, 0x2281
MJM_Challenge3Enter_Played, 0x2285
MJM_Challenge3Exit_Played, 0x2289
MJM_ChallengeStarted, 0x375
MJM_ConvoSkip, 0x2291
MJM_CraneAnimPlayed, 0x2295
MJM_Decker_AfterQuestChatter_Played, 0x2299
MJM_Decker_BunnyDoneTVSetup_Played, 0x229d
MJM_Decker_BunnySetup_Played, 0x22a1
MJM_Decker_DoneCodeUnlocked_Played, 0x22a5
MJM_Decker_LunchboxOpen_Played, 0x22a9
MJM_Decker_TVSetupDone_Played, 0x22ad
MJM_FodderCount, 0x22b1
MJM_GunsProgress, 0x22b5
MJM_Gus_AlpineA_Played, 0x22b9
MJM_Gus_AlpineB_Played, 0x22bd
MJM_Gus_Axe_Explore_Out_Played, 0x22c1
MJM_Gus_Axe_Explore_Played, 0x22c5
MJM_Gus_AxeFound_Played, 0x22c9
MJM_Gus_AxeQuestion_Resolved_Played, 0x22cd
MJM_Gus_AxeQuestionPlayed, 0x22d1
MJM_Gus_Basketball_Played, 0x22d5
MJM_Gus_BeetleworxBackground_Played, 0x22d9
MJM_Gus_BeetleworxReminder_Played, 0x22dd
MJM_Gus_BigDoor_Played, 0x22e1
MJM_Gus_Bunny_InfoDump_Played, 0x22e5
MJM_Gus_BunnyAttach_NoDecker_Played, 0x22e9
MJM_Gus_BunnyAttach_YesDecker_Played, 0x22ed
MJM_Gus_BunnyIntro_Played, 0x22f1
MJM_Gus_ClockPainted_Played, 0x22f5
MJM_Gus_CodeReminder_Full_Played, 0x22f9
MJM_Gus_CodeReminder_Partial_Played, 0x22fd
MJM_Gus_CodeReminder1_Played, 0x2301
MJM_Gus_CodeReminder2_Played, 0x2305
MJM_Gus_CollectorHutDoor_In_Played, 0x2309
MJM_Gus_CollectorHutDoor_Out_Played, 0x230d
MJM_Gus_DontNeedCode_Played, 0x2311
MJM_Gus_Enter2DTVArea_Played, 0x2315
MJM_Gus_ExitAlert_Played, 0x2319
MJM_Gus_FactoryBackground_Played, 0x231d
MJM_Gus_GateOpening_Played, 0x2321
MJM_Gus_GildasAxeHint_Played, 0x2325
MJM_Gus_IntroCrane_Played, 0x2329
MJM_Gus_KamikazeGate_Played, 0x232d
MJM_Gus_MoreFodder_Played, 0x2331
MJM_Gus_MountainIntro_Played, 0x2335
MJM_Gus_PaintedTVs_Played, 0x2339
MJM_Gus_Phone349_Played, 0x233d
MJM_Gus_PhoneNumbers_Played, 0x2341
MJM_Gus_PhoneNumbersNoPhone_Played, 0x2345
MJM_Gus_PhoneProximity_Played, 0x2349
MJM_Gus_Piles_Played, 0x234d
MJM_Gus_QuestComplete_Played, 0x2351
MJM_Gus_QuestEnder_Played, 0x2355
MJM_Gus_QuestEnder2_Played, 0x2359
MJM_Gus_SecretArea_Played, 0x235d
MJM_Gus_SecretArea01_Played, 0x2361
MJM_Gus_SecretAreaDone_Played, 0x2365
MJM_Gus_Slopes_Played, 0x2369
MJM_Gus_SpattersSpawning_Played, 0x236d
MJM_Gus_SpladooshBlew_Played, 0x2371
MJM_Gus_SpladooshBypassed_Played, 0x2375
MJM_Gus_SpladooshIntroduction_Played, 0x2379
MJM_Gus_SpladooshSneak_Played, 0x237d
MJM_Gus_TV_Mystery_Played, 0x2381
MJM_Gus_TVOnePainted_Played, 0x2385
MJM_Gus_TVTwoPainted_Played, 0x2389
MJM_Gus_WayOut_Played, 0x238d
MJM_Gus_YeOlden_Played, 0x2391
MJM_Gus_YeOldentoBoss_Played, 0x2395
MJM_Heaps_CodeActivated_ForPilesBark, 0x2399
MJM_Heaps_RedChestOpened, 0x239d
MJM_Heaps_SilverPin1, 0x23a1
MJM_HeapsGuardianProgress, 0x23a5
MJM_HeapsProgress, 0x23a9
MJM_Jack_Hello_Chatter_Played, 0x23ad
MJM_Jack_Hello_Played, 0x23b1
MJM_Jack_MickeyFixedDoor_Played, 0x23b5
MJM_Jack_Proceed_Chatter_Played, 0x23b9
MJM_JugOpenedMoviePlayed, 0x23bd
MJM_Kip_ThankYou_Played, 0x23c1
MJM_KnightProgress, 0x23c5
MJM_Machines, 0x23c9
MJM_MeetOswaldMoviePlayed, 0x23cd
MJM_ModelRoomDone, 0x23d1
MJM_ModelRoomOpen, 0x23d5
MJM_ObservatoryUnlocked, 0x23d9
MJM_Oswald_Random_Played, 0x23dd
MJM_Oswald_Visit2_Chatter_Played, 0x23e1
MJM_Oswald_Visit2_Played, 0x23e5
MJM_Phone3, 0x23e9
MJM_Phone3G, 0x23ed
MJM_Phone4, 0x23f1
MJM_Phone4G, 0x23f5
MJM_Phone9, 0x23f9
MJM_Phone9G, 0x23fd
MJM_Piles_Cranes_Activated, 0x2401
MJM_Piles_Cutscene_Triggered, 0x2405
MJM_Piles_GoldPin1, 0x2409
MJM_Piles_GremlinRonaldFree, 0x240d
MJM_Piles_Ronald_Freed_Played, 0x2411
MJM_Piles_Ronald_Trapped_Chatter_Played, 0x2415
MJM_Piles_Ronald_Trapped_Intro_Played, 0x2419
MJM_Piles_SilverPin1, 0x241d
MJM_Piles_TopOrBottom, 0x2421
MJM_PilesProgress, 0x2425
MJM_Slopes_AnimsAreActive, 0x4059
mjm_Slopes_EnemiesEliminated, 0x2429
MJM_Slopes_GoldPin1, 0x242d
MJM_Slopes_GoldPin1_Persist, 0x2431
MJM_Slopes_PistonsAreActive, 0x4061
MJM_Slopes_PlatformsAreActive, 0x405d
MJM_SlopesIntroCamera, 0x2435
MJM_SlopesProgress, 0x2439
MJM_SpatterDoorCount, 0x243d
MJM_SpatterDoorSwarm, 0x2441
MJM_SpatterStarterCount, 0x2445
MJM_StartedDeckerQuest, 0x2449
MJM_TrolleyProgress, 0x244d
MJM_TV1Painted, 0x2451
MJM_TV2Painted, 0x2455
MJM_TV3Painted, 0x2459
MJM_TVCounter, 0x245d
MJM_TVorKipQuestComplete, 0x2461
MJM_TVsPainted, 0x2465
MJM_Visit2, 0x2469
MJM_WaterfallLeft, 0x246d
MJM_WaterfallRight, 0x2471
MJM_WhichPhone, 0x2475
mjm_zonee1_introcutscenecheck, 0x2479
mjm_zonee1_turnoffshooter, 0x247d
mjm_zonee1_turnoffshooter2, 0x2481
MountOsmoreChallenges, 0x2485
MountOsmoreHallcount, 0x2489
MS_act2finished, 0x248d
MS_adventurelandfinished, 0x2491
MS_adventurelandopen, 0x2495
MS_ALCleared, 0x2499
MS_AnvilHint, 0x249d
MS_AnvilHintAllClear, 0x24a1
MS_AnvilPad1, 0x24a5
MS_AnvilPad2, 0x24a9
MS_AnvilPad3, 0x24ad
MS_AnvilPadActivated, 0x24b1
MS_AnvilReady, 0x24b5
MS_artifact, 0x24b9
MS_artifactturnedin, 0x24bd
MS_ArtUnlock1, 0x24c1
MS_ArtUnlock2, 0x24c5
MS_ArtUnlock3, 0x24c9
MS_ArtUnlock4, 0x24cd
MS_ArtUnlock5, 0x24d1
MS_ArtUnlock6, 0x24d5
MS_ArtUnlock7, 0x24d9
MS_ArtUnlock8, 0x40bd
MS_ArtUnlock9, 0x40c1
MS_BloticleCounter, 0x24dd
MS_BunniesBeingCarried, 0x24e1
MS_BunniesCaptured, 0x24e5
MS_Bunny1, 0x24e9
MS_Bunny10, 0x24ed
MS_Bunny11, 0x24f1
MS_Bunny12, 0x24f5
MS_Bunny13, 0x24f9
MS_Bunny14, 0x24fd
MS_Bunny15, 0x2501
MS_Bunny16, 0x2505
MS_Bunny17, 0x2509
MS_Bunny18, 0x250d
MS_Bunny19, 0x2511
MS_Bunny2, 0x2515
MS_Bunny20, 0x2519
MS_Bunny3, 0x251d
MS_Bunny4, 0x2521
MS_Bunny5, 0x2525
MS_Bunny6, 0x2529
MS_Bunny7, 0x252d
MS_Bunny8, 0x2531
MS_Bunny9, 0x2535
MS_BunnyGears, 0x2539
MS_BunnyKidsPipeOn, 0x253d
MS_BunnyThief1, 0x2541
MS_BunnyThief2, 0x2545
MS_BunnyThief3, 0x2549
MS_BunnyThiefSparks, 0x254d
MS_ColPeteCartoon, 0x2551
MS_CompletePalQuest_Played, 0x2555
MS_Cutlass, 0x2559
MS_dogtags, 0x255d
MS_dontmove, 0x2561
MS_doorcloseshown, 0x2565
MS_dooropenshown, 0x2569
MS_EmpChainVar, 0x256d
MS_EmpSpark2, 0x2571
MS_EmpSpark3, 0x2575
MS_EmpSpark4, 0x2579
MS_EnemiesDefeated, 0x257d
MS_EnterPirateDoor, 0x2581
MS_filmstrip, 0x2585
MS_FilmsTurnedIn, 0x2589
MS_FindPirateQuest, 0x40b9
MS_fromtoontown, 0x258d
MS_getpiratemap, 0x2591
MS_GetSwashbuckler, 0x2595
MS_greenfilm, 0x2599
MS_Gus_MS_FilmScreensInactive_Played, 0x259d
MS_gusintrovar, 0x25a1
MS_haunteddooropen, 0x25a5
MS_hauntedobjects, 0x25a9
MS_HealthUpgrade1, 0x25ad
MS_HealthUpgrade2, 0x25b1
MS_HintPirateWatch, 0x25b5
MS_HoraceBookGet, 0x25b9
MS_HoraceDetectiveBook, 0x25bd
MS_HoraceDetectiveCandle, 0x25c1
MS_HoraceDetectiveFlower, 0x25c5
MS_HoraceDetectiveTiki, 0x25c9
MS_horaceintro, 0x25cd
MS_indianjournalpages, 0x25d1
MS_InTrainDoor1, 0x25d5
MS_invasionrepelled, 0x25d9
MS_JackKellyV1Paid, 0x25dd
MS_JackKellyV2Paid, 0x25e1
MS_JackKellyV3Paid, 0x25e5
MS_JackKellyV4Paid, 0x25e9
MS_JackKellyV5Paid, 0x25ed
MS_key1, 0x25f1
MS_key2, 0x25f5
MS_MarkusRescued, 0x25f9
MS_MeanStreetDestination, 0x25fd
MS_MeanStreetProgress, 0x2601
MS_murderweaponfound, 0x2605
MS_neworleansfinished, 0x2609
MS_neworleansopen, 0x260d
MS_NOCleared, 0x2611
MS_noportaltentplayed, 0x2615
MS_NoStoreEntry, 0x2619
MS_oddartifact, 0x261d
MS_OswaldStockUpHint, 0x2621
MS_petechallenge, 0x2625
MS_petechallengehalfway, 0x2629
MS_petechallengetimer, 0x262d
MS_petecolonelresolution, 0x2631
MS_petehero, 0x2635
MS_peteintro, 0x2639
MS_petepanresolution, 0x263d
MS_PeteQuestsComplete, 0x2641
MS_petespatterskilled, 0x2645
MS_petetronicresolution, 0x2649
MS_PhoneBoxes, 0x264d
MS_pickaxe, 0x2651
MS_PinBronzeRooftop, 0x2655
MS_PinBronzeRooftop_Persist, 0x2659
MS_PinBronzeUsher, 0x265d
MS_PinBronzeUsher_Persist, 0x2661
MS_PinGoldMuseum, 0x2665
MS_PinGoldMuseum_Persist, 0x2669
MS_PinGoldUsher, 0x266d
MS_PinGoldUsher_Persist, 0x2671
MS_PinSilverTrainStation, 0x2675
MS_PinSilverTrainStation_Persist, 0x2679
MS_PinSilverUsher, 0x267d
MS_PinSilverUsher_Persist, 0x2681
MS_piratedooropen, 0x2685
MS_PirateWatchGet, 0x2689
MS_PortalCamCenter, 0x379
MS_PortalCamGo, 0x2691
MS_PortalCamLeft, 0x2695
MS_PortalCamRight, 0x2699
MS_powerswitches, 0x269d
MS_raceitem, 0x26a1
MS_RaceMarker, 0x26a5
MS_RaceTimerActive, 0x26a9
MS_RareFilmGet, 0x26ad
MS_RiddleItemGet, 0x26b1
MS_rocketfmv, 0x26b5
MS_SketchAnvilCount, 0x26b9
MS_SketchAnvilUpgrade1, 0x26bd
MS_SketchTVCount, 0x26c1
MS_SketchTVUpgrade1, 0x26c5
MS_SketchWatchCount, 0x26c9
MS_SketchWatchUpgrade1, 0x26cd
MS_SkipIGC, 0x26d1
MS_SmallPeteHelped, 0x26d5
MS_Spark1, 0x26d9
MS_Spark2, 0x26dd
MS_Spark3, 0x26e1
MS_Spark4, 0x26e5
MS_SpattersClearV3, 0x26e9
MS_SpattersDead, 0x26ed
MS_SpattersEaten, 0x26f1
MS_SpattersFriend, 0x26f5
MS_SpecialGear, 0x26f9
MS_startposition, 0x26fd
MS_StationSpatters, 0x2701
MS_statuebikplayed, 0x2705
MS_StoreRoomKey, 0x2709
MS_TentaclesDestroyed, 0x270d
MS_TLstart, 0x2711
MS_tomorrowlandfinished, 0x2715
MS_tomorrowlandopen, 0x2719
MS_toontown, 0x271d
MS_toontownfinished, 0x2721
MS_toontownopen, 0x2725
MS_TotalGears, 0x2729
MS_TrainDoor1Open, 0x272d
MS_TVUpgrade1, 0x2731
MS_TVWrench, 0x2735
MS_V1_NotEnough, 0x2739
MS_V1BunnyCounterDisplay, 0x273d
MS_V1RaceActive, 0x2741
MS_V2_BunniesCaptured, 0x2745
MS_V2_DetectiveQuestInProgress, 0x2749
MS_V2_FootprintsPainted, 0x274d
MS_V2_Gus_FlowerFound_Played, 0x2751
MS_V2_Gus_FootprintHint_Played, 0x2755
MS_V2_ProjectorSequencePlayed, 0x2759
MS_V2BunnyClear, 0x275d
MS_V2BunnyCounterDisplay, 0x2761
MS_V3_BunniesCaptured, 0x2765
MS_V3_DetectiveQuestInProgress, 0x2769
MS_V3_FootprintsPainted, 0x276d
MS_V3_Pete_DaisyAlbum_Followup_Played, 0x2771
MS_V3_Pete_DaisyAlbum_Intro_Played, 0x2775
MS_V3BunnyClear, 0x2779
MS_V3BunnyCounterDisplay, 0x277d
MS_V4_AllBunniesCaptured, 0x4095
MS_V4_BunniesCaptured, 0x2781
MS_V4_DetectiveQuestInProgress, 0x2785
MS_V4_FootprintsPainted, 0x2789
MS_V4BunnyClear, 0x278d
MS_V4BunnyCounterDisplay, 0x2791
MS_V5_BunniesCaptured, 0x2795
MS_V5_DetectiveQuestInProgress, 0x2799
MS_V5_FootprintsPainted, 0x279d
MS_V5BunnyClear, 0x27a1
MS_V5BunnyCounterDisplay, 0x27a5
MS_V6_EnemiesKilled, 0x27a9
MS_vanillaflavor, 0x27ad
MS_vanillaicecream, 0x27b1
MS_visitnum, 0x27b5
MS_wallet1, 0x27b9
MS_wallet2, 0x27bd
MS_WaltsUnlocked, 0x27c1
MS_WaltTicket1, 0x27c5
MS_WaltTicket2, 0x27c9
MSE_FirstVisit, 0x27cd
MSS_acceptcakepie_Played, 0x27d1
MSS_AlbumGet_Played, 0x27d5
MSS_AnvilPlates_Played, 0x27d9
MSS_AnvilPlatesDone_Chatter_Played, 0x27dd
MSS_AnvilPlatesDone_Played, 0x27e1
MSS_BackFromLMQuest_Played, 0x27e5
MSS_BackFromMJQuest_Played, 0x27e9
MSS_BackFromPiratesQuest_Played, 0x27ed
MSS_BuildingAbandoned_Played, 0x27f1
MSS_BunniesFrightened_Played, 0x27f5
MSS_BunnyThief_Played, 0x27f9
MSS_BunnyThiefIntro_Played, 0x27fd
MSS_CaseyGear_Played, 0x2801
MSS_CaseyMickeyHasKey_Played, 0x2805
MSS_cassintro_Played, 0x2809
MSS_CutlassGet_Played, 0x280d
MSS_dogtagidle_Played, 0x2811
MSS_dogtagintro_Played, 0x2815
MSS_dogtagturnin_Played, 0x2819
MSS_empstore_Played, 0x281d
MSS_ExpireLeavingToTCVisit1_Played, 0x2821
MSS_ExpireLeavingToTCVisit2_Played, 0x2825
MSS_FindkeyComplete_Played, 0x2829
MSS_FindKeyIdle_Played, 0x282d
MSS_FindStoreroomKey_Played, 0x2831
MSS_FindWatchComplete_Played, 0x2835
MSS_FindWatchIdle_Played, 0x2839
MSS_FindWatchIntro_Played, 0x283d
MSS_foundaxe_Played, 0x2841
MSS_FoundBunnyGear_Played, 0x2845
MSS_GildaIntro_Played, 0x2849
MSS_GildaPostRaceChatter_Played, 0x284d
MSS_GildaRace1_Played, 0x2851
MSS_GildaRace1Completed_Played, 0x2855
MSS_GildaRace2Completed_Played, 0x2859
MSS_GildaRace4Completed_Played, 0x285d
MSS_GildaRace5Completed_Played, 0x2861
MSS_GildaRaceFail_Played, 0x2865
MSS_GildaRaceFinish_Played, 0x2869
MSS_GildaRaceTimeUp_Played, 0x286d
MSS_GildaStartRace_Played, 0x2871
MSS_GiveGear_Played, 0x2875
MSS_GiveWrench_Played, 0x2879
MSS_Gunter_Chatter_Played, 0x287d
MSS_gunterintro_Played, 0x2881
MSS_GunterRace1_Played, 0x2885
MSS_GunterRace1Completed_Played, 0x2889
MSS_GunterRace2_Played, 0x288d
MSS_GunterRace2Completed_Played, 0x2891
MSS_GunterRace3_Played, 0x2895
MSS_GunterRace3Completed_Played, 0x2899
MSS_GunterRace4_Played, 0x289d
MSS_GunterRace4Completed_Played, 0x28a1
MSS_GunterRace5_Played, 0x28a5
MSS_GunterRace5Completed_Played, 0x28a9
MSS_GunterRaceFail_Played, 0x28ad
MSS_GunterRaceFinish_Played, 0x28b1
MSS_GunterRaceTimeUp_Played, 0x28b5
MSS_GunterRaceUnderway_Played, 0x28b9
MSS_GunterStartRace_Played, 0x28bd
MSS_Gus_AllTheBunnies_Played, 0x28c1
MSS_Gus_BunnyPipe_Played, 0x28c5
MSS_Gus_TrainStationScreen_Played, 0x28c9
MSS_Gus_WaltsApartment_Played, 0x28cd
MSS_Gus_WaltsWindowOpen_Played, 0x28d1
MSS_gusadventureland_Played, 0x28d5
MSS_gusadventureunlocked_Played, 0x28d9
MSS_gusbothkeys_Played, 0x28dd
MSS_gusemporiumhint_Played, 0x28e1
MSS_gusicecreamhint_Played, 0x28e5
MSS_gusmsinvaded_Played, 0x28e9
MSS_gusneworleans_Played, 0x28ed
MSS_gusonekey_Played, 0x28f1
MSS_GusPickedUpSpark_Played, 0x28f5
MSS_gusportalblocked_Played, 0x28f9
MSS_GusTentacleGone01_Played, 0x28fd
MSS_GusTentacleGone02_Played, 0x2901
MSS_gustentaclesgone_Played, 0x2905
MSS_gustentaclesgoneno_Played, 0x2909
MSS_gustentaclesgoneTL_Played, 0x290d
MSS_gustomorrowland_Played, 0x2911
MSS_gustoontown_Played, 0x2915
MSS_Horace_BlotInvasionOver_Played, 0x2919
Mss_Horace_BlotInvasionOverChatter_Played, 0x291d
MSS_HoraceBirthday_Played, 0x2921
MSS_HoraceBookTurnIn_Played, 0x2925
MSS_HoraceIdle_Played, 0x2929
MSS_HoraceIntro_Played, 0x292d
MSS_horacekeystart_Played, 0x2931
MSS_HoraceWantsBookChatter_Played, 0x2935
MSS_indianjournalidle_Played, 0x2939
MSS_indianjournalintro_Played, 0x293d
MSS_indianjournalturnin_Played, 0x2941
MSS_Markus_BlotInvasionOver_Played, 0x2945
MSS_MarkusFreed_Played, 0x2949
MSS_MarkusInCage_Played, 0x294d
MSS_MarkusNoticeMickey_Played, 0x2951
MSS_MechanicMachine_Played, 0x2955
MSS_MechanicNeedsTV_Played, 0x2959
MSS_murderweaponidle_Played, 0x295d
MSS_murderweaponintro_Played, 0x2961
MSS_murderweaponturnin_Played, 0x2965
MSS_MuseumCutlassIdle_Played, 0x2969
MSS_MuseumGoldGear_Played, 0x296d
MSS_MuseumIdleChat_Played, 0x2971
MSS_MuseumIdleChatV1_Chatter_Played, 0x2975
MSS_MuseumIdleChatV2_Chatter_Played, 0x2979
MSS_MuseumIdleChatV2_Hello_Played, 0x297d
MSS_MuseumIdleChatV3_Chatter_Played, 0x2981
MSS_MuseumIdleChatV3_Hello_Played, 0x2985
MSS_MuseumIdleChatV4_Chatter_Played, 0x2989
MSS_MuseumIdleChatV4_Hello_Played, 0x298d
MSS_MuseumIdleChatV5_Chatter_Played, 0x2991
MSS_MuseumIdleChatV5_Hello_Played, 0x2995
MSS_MuseumIdleChatV6_Chatter_Played, 0x2999
MSS_MuseumIdleChatV6_Hello_Played, 0x299d
MSS_MuseumLocket_Played, 0x29a1
MSS_Oswald_BunnyRoundup01_Played, 0x29a5
MSS_Oswald_BunnyRoundup02_Played, 0x29a9
